energy_keV,f1_e_atom,f2_e_atom,mu_rho_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
7.902609,23.7651,2.5128,257.33,1.523,258.85,229.6,0.1569
8.44789,23.9746,2.2524,215.78,1.428,217.21,192.6,0.1468
9.030794,24.1269,2.0153,180.61,1.3371,181.95,161.3,0.1373
9.653919,24.227,1.7961,150.57,1.2502,151.82,134.7,0.1284
10.320039999999999,24.2944,1.6008,125.54,1.1677,126.71,112.4,0.1201
11.032119999999999,24.3392,1.4269,104.67,1.0893,105.76,93.85,0.1124
11.793339999999999,24.3684,1.2717,87.26799999999999,1.0153,88.28299999999999,78.35,0.1051
12.60708,24.4243,1.1261,72.289,0.9455600000000001,73.235,64.94,0.09834
13.476970000000001,24.4264,0.9949399999999999,59.747,0.8800100000000001,60.626999999999995,53.7,0.092
14.40688,24.4195,0.87882,49.367,0.8185899999999999,50.18600000000001,44.4,0.08606
15.40095,24.4067,0.7763100000000001,40.794000000000004,0.7611899999999999,41.555,36.72,0.0805
16.463620000000002,24.3901,0.6858,33.711999999999996,0.7076899999999999,34.42,30.36,0.07531
17.599610000000002,24.3712,0.60588,27.861,0.65796,28.519000000000002,25.11,0.07045
18.813979999999997,24.3509,0.5353100000000001,23.026999999999997,0.61183,23.639,20.76,0.0659
20.11215,24.3301,0.47298,19.032,0.56915,19.601,17.17,0.06165
21.499879999999997,24.3093,0.41793,15.732000000000001,0.52974,16.262,14.2,0.057670000000000006
22.98338,24.2889,0.36930999999999997,13.004000000000001,0.49344,13.497,11.74,0.05395
24.569229999999997,24.2694,0.32636,10.75,0.46006,11.21,9.707,0.050460000000000005
26.2645,24.2512,0.28815,8.879,0.42941999999999997,9.3084,8.017999999999999,0.04721
28.076759999999997,24.2333,0.25208,7.2662,0.40135,7.6676,6.563,0.044160000000000005
30.01405,24.2153,0.22018000000000001,5.9369,0.37566,6.3126,5.3629999999999995,0.04131
32.08502,24.1978,0.19232,4.851,0.3522,5.2032,4.383,0.03864
34.29889,24.181,0.16799,3.9638,0.33079000000000003,4.2946,3.582,0.03615
36.66551,24.1653,0.14673,3.2386,0.31128,3.5499,2.927,0.03381
39.19543,24.1506,0.12816,2.6462,0.29351,2.9397,2.392,0.03163
41.89992,24.1369,0.11195,2.1623,0.27731999999999996,2.4396,1.955,0.029589999999999998
44.79101,24.1242,0.097787,1.7669,0.2626,2.0295,1.598,0.02768
47.88159,24.1125,0.085421,1.4438,0.2492,1.693,1.306,0.025889999999999996
51.18542,24.1018,0.074621,1.1798,0.23699,1.4168,1.067,0.02422
54.717209999999994,24.092,0.065188,0.9641700000000001,0.22588000000000003,1.19,0.8719,0.02266
58.4927,24.0831,0.056949,0.78795,0.21574000000000002,1.0037,0.7125,0.0212
62.5287,24.075,0.049753,0.64394,0.20649,0.8504299999999999,0.5823,0.01983
66.84318,24.0676,0.043467,0.52627,0.19802,0.72429,0.4759,0.01855
71.45536,24.0609,0.037975999999999996,0.43011000000000005,0.19025999999999998,0.62037,0.3889,0.01735
76.38578000000001,24.0549,0.033179,0.35153,0.18313,0.53466,0.3178,0.01623
81.6564,24.0495,0.028939,0.28681999999999996,0.17655,0.46337,0.2593,0.01518
87.29069,24.0444,0.025144,0.23312,0.17047,0.40359,0.2107,0.0142
93.31374,24.0399,0.021847,0.18947999999999998,0.16483,0.35431,0.1713,0.01329
99.75239,24.0357,0.018983,0.15400999999999998,0.15958,0.31359000000000004,0.1392,0.01243
106.6353,24.032,0.016493999999999998,0.12517999999999999,0.15466,0.27984000000000003,0.1132,0.01163
113.9931,24.0286,0.014332,0.10175,0.15005,0.2518,0.09197999999999999,0.010879999999999999
121.8587,24.0256,0.012453,0.082707,0.14569000000000001,0.2284,0.07476000000000001,0.01017
130.2669,24.0229,0.010820999999999999,0.067228,0.14156,0.20879,0.060770000000000005,0.009518
139.2553,24.0204,0.009403,0.054647,0.13764,0.19229000000000002,0.049389999999999996,0.008903
148.864,24.0182,0.0081708,0.044420999999999995,0.13389,0.17831,0.040139999999999995,0.008329000000000001
159.1356,24.0162,0.007100199999999999,0.036108999999999995,0.13029000000000002,0.1664,0.03263,0.007790999999999999
170.1159,24.0145,0.0061699,0.029352,0.12683,0.15617999999999999,0.02652,0.007287999999999999
181.8539,24.0129,0.0053615,0.02386,0.12347999999999999,0.14734,0.02156,0.006818
194.4018,24.0115,0.0046591,0.019396,0.12024000000000001,0.13964000000000001,0.017519999999999997,0.006378
207.8156,24.0102,0.0040488,0.015767,0.11709000000000001,0.13285999999999998,0.014240000000000001,0.005966
222.1548,24.0091,0.0035185000000000004,0.012818000000000001,0.11402000000000001,0.12684,0.01157,0.005581
237.4835,24.0081,0.0030576,0.01042,0.11102999999999999,0.12145,0.009408,0.005221
253.8699,24.0072,0.0026571,0.0084706,0.1081,0.11657000000000001,0.007647,0.004884
271.3869,24.0064,0.0023090999999999997,0.0068861,0.10522999999999999,0.11212000000000001,0.006215,0.004569
290.1126,24.0057,0.0020067,0.005598,0.10242000000000001,0.10802,0.005052,0.004274
310.1304,24.005,0.0017439,0.004550899999999999,0.099663,0.10421,0.004106,0.003998
331.5294,24.0045,0.0015156,0.0036996999999999998,0.096953,0.10065,0.0033369999999999997,0.00374
354.4049,24.004,0.0013170999999999999,0.0030077,0.094292,0.0973,0.0027129999999999997,0.003498
378.8588,24.0035,0.0011447,0.0024452,0.091676,0.09412100000000001,0.002205,0.003273
405.0001,24.0031,0.0009948,0.0019879000000000003,0.08910499999999999,0.091093,0.0017920000000000002,0.003061
432.9451,24.0028,0.00086456,0.0016160999999999999,0.086578,0.08819400000000001,0.001457,0.0028640000000000002
