energy_keV,f1_e_atom,f2_e_atom,mu_rho_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
113.9931,15.0053,0.0017155,0.020446000000000002,0.14834,0.16879,0.01882,0.010879999999999999
121.8587,15.0047,0.0014835999999999998,0.01654,0.14493,0.16147,0.01521,0.01017
130.2669,15.0042,0.001283,0.013381,0.14162,0.155,0.0123,0.009518
139.2553,15.0037,0.0011095999999999999,0.010825,0.13839,0.14920999999999998,0.009943,0.008903
148.864,15.0033,0.00095957,0.008757299999999999,0.13522,0.14398,0.008038,0.008329000000000001
159.1356,15.0029,0.00082986,0.007084699999999999,0.13212000000000002,0.1392,0.006499,0.007790999999999999
170.1159,15.0026,0.00071769,0.0057316,0.12907000000000002,0.1348,0.005254,0.007287999999999999
181.8539,15.0023,0.00062069,0.004637,0.12607000000000002,0.13071,0.004247,0.006818
194.4018,15.002,0.0005368,0.0037514000000000002,0.1231,0.12685,0.0034340000000000004,0.006378
207.8156,15.0018,0.00046426,0.003035,0.12018,0.12322000000000001,0.0027760000000000003,0.005966
222.1548,15.0016,0.00040152,0.0024555,0.11729,0.11975,0.0022440000000000003,0.005581
237.4835,15.0014,0.00034726,0.0019866,0.11442999999999999,0.11642000000000001,0.0018149999999999998,0.005221
253.8699,15.0012,0.00030034,0.0016073,0.11160999999999999,0.11322,0.001467,0.004884
271.3869,15.0011,0.00025976,0.0013004000000000002,0.10882,0.11012000000000001,0.001186,0.004569
290.1126,15.001,0.00022466,0.0010520999999999998,0.10605999999999999,0.10711,0.0009587999999999999,0.004274
310.1304,15.0008,0.00019431,0.00085122,0.10332999999999999,0.10418,0.0007752000000000001,0.003998
331.5294,15.0007,0.00016806,0.0006887,0.10063,0.10132000000000001,0.0006267,0.00374
354.4049,15.0007,0.00014536,0.00055722,0.097965,0.098522,0.0005067,0.003498
378.8588,15.0006,0.00012572,0.00045084,0.095333,0.09578400000000001,0.0004096,0.003273
405.0001,15.0005,0.00010874,0.00036478,0.092737,0.093102,0.0003312,0.003061
432.9451,15.0005,9.4055e-05,0.00029514,0.090177,0.090472,0.0002677,0.0028640000000000002
